set,sort_name,card_number, name,gc02,gc03,gc04,gc05,gc06,gc07,gc08,gc09,gc10,gc11,gc12,dc02,dc03,dc04,dc05,dc06,dc07,dc08,dc09,dc10,dc11,dc12,specialty,s1,s2,s3,s4,s5,s6,prioritys,priorityt,subx,suby,tagx,tagy,oc02,oc03,oc04,oc05,oc06,oc07,oc08,oc09,oc10,oc11,oc12,ro02,ro03,ro04,ro05,ro06,ro07,ro08,ro09,ro10,ro11,ro12,division,promotion,era,year,position,notes,template
Deluxe Edition ‘84,Andre the Giant,DE_A04,Masked Wrestler #2,DC,DC,DC,OC,OC,OC,OC,OC/TT,DC,DC,OC,A,Reverse,B,C,B,A,A,B,B,C,A,Big Squash,15 P/A,14 P/A,13 P/A,13 P/A,14 P/A,15 P/A,5,2,2,0,8,12,Ropes,Throw Into Turnbuckle 9,Big Squash (S),French Head Butt 8 (xx),Arm Twist 6,Giant Power Slam 9,Kick To Face 7,Suplex 8,Titan Body Press 9 P/A,Bearhug 8*,Sit Foe On Top Rope 10,Throw Thru Ropes (DQ),Smash Into Turnbuckle 8,N/A,Body Block 6 P/A,N/A,Body Slam 7 P/A,Body Slam 8 P/A,Redwood Knee Drive 10,Bearhug 9*,Bearhug 9*,Bearhug 10*,Super Heavyweight,WWF,Original,1984,World Champion,WWF undefeated giant in June 1986.,true
Deluxe Edition ‘84,Road Warrior Animal,DE_A05,Animal,DC,DC,DC,OC,OC,OC/TT,OC,OC,DC,DC,DC,B,B,Reverse,A,B,A,A,B,C,A,A,Warrior Smash,13 P/A,14,15,10 P/A,12,14,5,3,2,3,2,8,Ropes,Throw Onto Concrete (DQ),Kick To Groin 8 P/A,Warrior Smash (S),Inverted Arm Twist 6,Arm Drag 6,Wrench Tricep 7 (xx),Clothesline 10,Yank Foe's Hair 9,Shoulder Breaker 8*,Interference By Manager 11,N/A,N/A,N/A,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Shoulder Smash 9,Tangle Foe In Ropes 8,Lariat 10,Lariat 10 P/A,Lariat 11,Heavyweight,Georgia,Original,1984,Tag Team,Georgia National Tag Team champion with RWH in June of 1984.,true
Deluxe Edition ‘84,Bob Backlund,DE_A06,Bob Backlund,DC,OC,DC,OC,OC,OC,OC,DC,DC,OC/TT,OC,B,B,A,A,A,A,C,Reverse,B,B,A,Chicken Wing,10,9*,10,9*,12,10*,5,1,2,3,2,5,Body Slam 11,Spin Under Take Down 8,Chicken Wing (S),Cross- Ankle Pick Up 6 (xx),Atomic Spine Crusher 9,Monkey Flip 8,Vertical Shoulder Block 7,Suplex 8 P/A,Reverse Backbridge 9,Hammer Lock 8,Ropes,Throw Out Of Ring (DQ),N/A,Monkey Flip 6,Shoulder Block 8,Chicken Wing (S),Chicken Wing (S),Arm Drag 7,Body Slam 9 P/A,Kick To Kneecap 8,N/A,Chicken Wing (S),Heavyweight,WWF,Original,1984,Lower Card,Former WWF World Heavyweight Champion working undercard matches in June 1984.,true
Deluxe Edition ‘84,Ron Bass,DE_A07,Outlaw Bass,DC,OC,OC,DC,DC,OC,OC,OC,OC/TT,DC,DC,A,Reverse,B,B,A,B,B,A,A,C,A,Reverse Backbreaker,14,10,10,12*,15*,11,5,2,2,6,2,5,Texas Spinebreaker 10,Suplex 10,Rear Chinlock 7,Longhorn Snapmare 7 (xx),Fist To Chest 6,Boot To Lower Gut 8,Illegal Eye Gouge 6,Full Powerslam 9,Reverse Backbreaker (S),Abdominal Stretch 6*,Ropes,Shoulder Smash 7,Shoulder Smash 6,Elbow Smash To Face 8,Elbow Smash To Neck 6,Cross Body Block 5,Bodyslam Through Ropes (DQ),Cowboy Boot To Mug 9,N/A,N/A,N/A,N/A,Heavyweight,Florida,Original,1984,Tag Team,Former Florida Tag Team Champion in June 1986.,true
Deluxe Edition ‘84,Tully Blanchard,DE_A08,Tully Blanchard,OC,DC,OC,OC,OC/TT,OC,DC,OC,DC,DC,DC,B,Reverse,A,A,A,A,A,B,B,C,B,Flying Elbow Smash,9,10 P/A,11,9,11,10 P/A,5,3,2,4,2,7,Ropes,Scald With Branding Iron 8,Abdominal Stretch 6*,Head First Body Slam 8,Flying Elbow Smash (S),Forearm Smash 7,Cow Poke 7 (xx),Throw Out Of Ring (DQ),Arm Bar 6,Bronco Buster 8,Cowboy Crunch 9 P/A,Throw Out Of Ring (DQ),Backdrop 5,N/A,Flying Elbow Smash (S),N/A,Bodyblock 6,Bodyblock 7,Hip Rolls 5,N/A,N/A,Shoulder Slam 8,Heavyweight,Mid Atlantic,Original,1984,Upper Card,NWA World TV champion in June 1984.,true
Deluxe Edition ‘84,Nick Bockwinkel,DE_A09,Nick Bockwinkle,DC,DC,DC,OC/TT,OC,OC,OC,DC,OC,DC,OC,B,B,A,A,C,A,Reverse,A,B,B,A,Sleeper,10*,12,12*,12,12,10*,5,2,2,3,7,12,Toss Thru Ropes (DQ),Dropkicks 9,Sleeper (S),Body Slam 8,Standing Arm Lock 7,Continuous Forearms 8,Hip Roll 7 (xx),Knee Slam To Lower Back 6,Piledriver 9 P/A,Interference By Heenan 10,Ropes,N/A,Sleeper (S),Sleeper (S),N/A,N/A,Kick To Rib Cage 8,Flying Shoulder Smash 7,Cross Body Block 7 P/A,Spin Under Take Down 6,Throw Out Of Ring (DQ),Choke Hold By Heenan 7,Veteran,AWA,Original,1984,Upper Card,Former AWA World Heavyweight champion in June 1984.,true
Deluxe Edition ‘84,Jack Brisco,DE_A10,Jack Brisco,OC,OC,DC,OC,DC,OC,OC/TT,DC,DC,OC,OC,B,A,C,Reverse,A,A,B,A,A,B,B,Figure-Four Leglock,12,10*,8,10,8,12*,4,3,2,4,8,12,Ropes,Dropkick To Face 9,Half Boston Crab 9,Win Test Of Strength 8,Forearm Smashes 6,Arm Drag And Twist 7,Full Nelson 6,Back Suplex 9 (xx),Figure-Four Leglock (S),Sleeper 8*,Monkey Flip 5 P/A,Aerial Backdrop 5,Hip Roll 10,N/A,N/A,Shoulder Smash 6,Dropkicks 6,N/A,Cross Body Block 10,N/A,Sleeper 8*,Reverse Cradle 6 P/A,Veteran,Mid Atlantic,Original,1984,Tag Team,Mid Atlantic NWA World Tag Team champion with Jerry Brisco in May 1984.,true
Deluxe Edition ‘84,King Kong Bundy,DE_A11,Masked Wrestler #3,DC,DC,DC,OC,DC,OC,OC,OC/TT,OC,OC,DC,B,Reverse,B,A,A,A,A,A,C,B,B,Atlantic City Avalanche,12,14 P/A,14,14 P/A,16,14,5,2,2,3,8,12,Ropes,Kneebuster 5,Punch To Face 6 (xx),Big Boy Backbreaker 7,Butt Drop 6,Sledge Hammer To Chest 10,Snap Mare 7,Atlantic City Avalanche (S),Boot To Midsection 7,Backslam 6 P/A,Spine Crusher 8,N/A,Atlantic City Avalanche (S),Atlantic City Avalanche (S),Atlantic City Avalanche (S),Atlantic City Avalanche (S),Shoulder Smash 5,N/A,Throw Out Of Ring (DQ),Double Back Slam 9,Ram Head Into Post 9,Belly Smash 8,Super Heavyweight,Georgia,Original,1984,Mid Card,Georgia singles wrestler in June 1984.,true
Deluxe Edition ‘84,Ted DiBiase,DE_A12,Ted DiBiase,OC,DC,DC,DC,DC,OC,OC/TT,OC,OC,OC,OC,A,B,Reverse,B,A,A,A,B,B,C,A,Abdominal Stretch,12,10,8*,8*,9,11,3,3,2,6,7,12,Bearhug 8,Slash With Foreign Object 9,Choke Against Ropes 8,Dropkicks 7,Flying Body Press 7,Slam Into Turnbuckle 8,Figure-Four Leglock 7 (xx),Abdominal Stretch (S),Leg-Dive Take-Down 8,Shoulder Block 6,Ropes,Throw Out Of Ring (DQ),N/A,N/A,N/A,Dropkick Into Crowd (DQ),Shoulder Smash 8,Cross Body Block 9,N/A,N/A,Flying Body Press 5 P/A,Reverse Cradle 8 P/A,Young Star,Georgia,Original,1984,Upper Card,Georgia singles wrestler in June 1984.,true
Deluxe Edition ‘84,David Schultz,DE_A13,Masked Wrestler #4,OC,OC,OC,OC/TT,OC,DC,OC,DC,DC,OC,OC,B,Reverse,A,C,B,A,B,A,A,A,B,Buckshot Elbow Smash,12 P/A,13,14,10,11,12 P/A,5,2,2,4,8,12,Stranglehold 9,Ropes,Bodyslam 8,Turnbuckle Smash 7,Eye Gouge 8 (xx),Hammer In Back 7,Kick In Groin 6,Choke With Ring Rope 6,Buckshot Elbow Smash (S),Backbreaker 7*,Dixie Suplex 10 P/A,N/A,N/A,Buckshot Elbow Smash (S),Buckshot Elbow Smash (S),Buckshot Elbow Smash (S),Throw Into Crowd (DQ),Cross Body Block 6,N/A,Choke Against Ropes 7,N/A,Kick To Gut 6,Heavyweight,WWF,Original,1984,Upper Card,WWF World & Intercontinental Heavyweight title contender in June 1984.,true
Deluxe Edition ‘84,Dr. Red Fang,DE_A14,Dr. Red Fang,OC,DC,OC/TT,DC,OC,OC,OC,OC,DC,DC,DC,B,B,A,A,Reverse,A,C,A,A,B,B,Vampire Lunge,7*,9,8*,10,7,8 P/A,5,2,2,4,2,6,Throw Out Of Ring (DQ),Arm Bar 6 (xx),Airplane Spin 11 P/A,Flying Dropkick 4,Vampire Lunge (S),Reverse Suplex 6,Skull Crusher 8,Spider Web Leglock 9,Transylvanian Piledriver 9,Flying Elbow Ram 7,Ropes,N/A,Flying Bodypress 0 P/A,Shoulder Smash 7,Cross Body Block 7,Vampire Lunge (S),Flying Body Block 8,Vampire Lunge (S),Leap Off Top Rope 10,N/A,N/A,N/A,Fake,Misc,Original,1984,Fake Wrestler,Fake Wrestler named after a dog.,true
Deluxe Edition ‘84,Ric Flair,DE_A15,Ric Flair,DC,OC,DC,DC,OC,OC,OC/TT,OC,OC,DC,DC,A,A,B,Reverse,C,A,A,B,B,A,B,Figure-Four Leglock,12,10 P/A,12,11*,10*,13,5,3,2,3,2,7,Back Slide 10,Front Cradle 9 P/A,Piledriver 8,Snap Mare 8,Horizontal Full Nelson 7,Leg- Dive Take Down 9,Smash To Face 8 (xx),Figure-Four Leglock (S),Bow & Arrow 7*,Abdominal Stretch 6,Ropes,Inside Cradle 9 P/A,N/A,Chop to Throat 6,Illegal Use of Ropes 8,N/A,Chop To Throat 7,Flying Elbow 10,Jump Off Top Rope 7 P/A,Throw Out Of Ring (DQ),N/A,N/A,Heavyweight,NWA,Original,1984,World Champion,NWA World Heavyweight Champion throughout June 1984.,true
Deluxe Edition ‘84,Terry Funk,DE_A16,Terry Funk,OC,DC,DC,OC,OC/TT,OC,DC,DC,OC,DC,OC,B,A,Reverse,A,B,A,A,B,C,A,A,Spinning Toe Hold,12,14 P/A,10,11,11,13 P/A,4,3,2,5,7,12,Ropes,Smash With Fake NWA Belt 5,Monkey Flip 9,Spinning Toe Hold (S),Arm Lock 7,Shoulder-Clamp 6,Close Fisted Slug 10 (xx),Hammer Lock 8,Leg Dive Takedown 6,Figure-four Leglock 5*,Dropkicks 8,N/A,Dropkick Out Of Ring (DQ),Spinning Toe Hold (S),Shoulder Smash 8 P/A,Shoulder Smash 8,Shoulder Smash 8,N/A,N/A,Ram Head Into Ringpost 6,Choke Against Rope 10,N/A,Veteran,Misc,Original,1984,Tag Team,Does not wrestle until October 1984.,true
Deluxe Edition ‘84,Jimmy Garvin,DE_A17,Gorgeous Garvin,OC,OC,DC,OC,DC,OC,DC,OC,OC/TT,DC,OC,B,B,B,A,A,A,A,A,C,Reverse,A,Brainbuster,10,11,9,10 P/A,12,8,3,2,2,6,2,6,Turnbuckle Smash 6 (xx),Throw Out Of Ring (DQ),Brainbuster (S),Figure-Four Leglock 6,Yank Foe's Hair 5,Piledriver 7,Knee To Face 6,Backbreaker 9,Eye Rake By Precious 8,Hollywood Hammerlock 10*,Ropes,Knee Drop 10 P/A,N/A,N/A,N/A,Throw Out Of Ring (DQ),Shoulder Smash 6,N/A,Kick To Groin 7,Cross Body Block 8,N/A,Precious Back Scratch 12,Young Star,World Class,Original,1984,Mid Card,World Class singles wrestler in June 1984.,true
Deluxe Edition ‘84,Billy Graham,DE_A18,Superstar Graham,DC,DC,DC,DC,OC,OC,OC,OC,OC/TT,DC,DC,A,Reverse,B,A,B,A,A,C,A,A,B,Superstar Bearhug,12*,10*,12,12 P/A,10,12,5,2,2,4,6,12,Kick To Midsection 8,Extended Thumb Chokehold 9,Body Slam 9 P/A,Snap Mare 6,Forearm Smashes 8 (xx),Karate Thrust To Chest 8,Elbow Smash To Wind Pipe 7,Superstar Bearhug (S),Catapult Foe Across Ring 7,Chop To Pre-Frontal Lobe 9,Ropes,Throw Into Turnbuckle 8,Superstar Bearhug (S),N/A,N/A,Superstar Bearhug (S),Karate Thrust 6,Superstar Bearhug (S),N/A,Superstar Bearhug (S),N/A,Throw Out Of Ring (DQ),Heavyweight,Florida,Original,1984,Upper Card,Florida Heavyweight Champion in June 1984.,true
Deluxe Edition ‘84,Road Warrior Hawk,DE_A19,Hawk,DC,DC,DC,DC,OC,OC/TT,OC,OC,OC,DC,OC,B,A,C,A,A,A,B,Reverse,A,B,B,Warrior Smash,12,15,9 P/A,14 P/A,10,12,5,3,2,3,6,12,Kick By Manager 9 P/A,Spinebreaker 5*,Lariat 7,Shoulder Buster 7,Arm Twist 6,One-Handed Body Slam 10,Rear Chinlock 8 (xx),Warrior Smash (S),Wrench Bicep 8,Spit In Face 5,Ropes,N/A,Tangle Foe In Ropes 8,Lariat 9 P/A,Lariat 9 P/A,Cross Body Block 6,Tangle Foe In Ropes 8,Throw Out Of Ring (DQ),N/A,Throw Out Of Ring (DQ),Concrete Body Slam 9,N/A,Heavyweight,Georgia,Original,1984,Tag Team,Georgia National Tag Team champion with RWA in June of 1984.,true
Deluxe Edition ‘84,Michael Hayes,DE_A20,Freebird Hayes,OC,DC,DC,DC,OC,OC/TT,OC,DC,OC,DC,OC,A,A,B,A,B,A,B,C,A,Reverse,B,Oriental Spike,12 P/A,12,11,11,9,10 P/A,3,3,2,7,7,12,Sidemare 5,Clothesline 7,Slam Into Turnbuckle 9,Oriental Spike (S),Peacock Strut 6 (xx),Elbow Smash 6,Rip Thumb Across Eye 8,Hurl Over Top Rope (DQ),Bulldogger 7,Kneedrop To Face 11 P/A,Ropes,Throw Into Crowd (DQ),Thumb Jab To Face 9,N/A,Clothesline 8,Clothesline 7,Clothesline 8,N/A,N/A,Shoulder Smash 8,N/A,Cross Body Block 6 P/A,Heavyweight,World Class,Original,1984,Tag Team,World Class tag team wrestler in June 1984.,true
Deluxe Edition ‘84,Hulk Hogan,DE_A21,Masked Wrestler #5,OC,DC,OC/TT,DC,OC,OC,OC,OC,DC,DC,OC,A,B,B,A,A,A,C,Reverse,A,B,B,Axe Bomber,12,11,10 P/A,10 P/A,12,11 P/A,5,2,2,3,2,8,Ropes,Full Pressure Headlock 8,Spinal Backbreaker 8,Axe Bomber (S),Body Slam Onto Top Rope 6,Double Elbow Smash 9,Throat Lift 8,Stomp On Face 9 (xx),Thunder Slam 8 P/A,Leg-Lock Chokehold 6*,Slam Into Turnbuckle 9,N/A,N/A,Throw Out Of Ring (DQ),Backdrop 9 P/A,Elbow Smash 5 P/A,Body Block 8,Bearhug 7*,Bearhug 9*,Kick To Midsection 6,N/A,N/A,Super Heavyweight,WWF,Original,1984,World Champion,WWF World Heavyweight champion in June 1984.,true
Deluxe Edition ‘84,Billy Jack Haynes,DE_A22,Billy Jack,DC,DC,DC,OC/TT,DC,OC,OC,OC,OC,OC,DC,B,A,B,Reverse,A,A,C,A,A,B,B,Billy Jack Breaker,11,10,9 P/A,10 P/A,9,11,5,2,2,5,2,5,Bow And Arrow 12*,Test Of Strength 6 (xx),Hip Roll 7,Turnbuckle Chop 8,Full Nelson 6,Indian Sidelock 7,Side Underhook 8,Billy Jack Breaker (S),Knife Edge Smash 9,Oregon Bodyslam 11 P/A,Ropes,Bearhug 9*,Billy Jack Breaker (S),N/A,N/A,Shoulder Block 8,Shoulder Block 8,Bearhug 7*,Oregon Bodyslam 9 P/A,N/A,Bearhug 6*,N/A,Heavyweight,Florida,Original,1984,Upper Card,Florida Heavyweight Champion in June 1984.,true
Deluxe Edition ‘84,Rocky Johnson,DE_A23,Rocky Johnson,OC,DC,DC,DC,OC,OC,OC,OC/TT,DC,DC,OC,B,B,A,A,A,A,A,Reverse,C,B,B,Lightning Dropkicks,12 P/A,11,13 P/A,13,11,12,4,2,2,4,2,5,Ropes,Figure 4 Headlock 9*,Lightning Dropkicks (S),Reverse Chinlock 5 (xx),Soulman Powerslam 9,Sunset Flip 8,Snap Mare 6,Double Forearm Clap 7,Right Hand Jab 6,Smash Into Turnbuckle 10,Reverse Cradle 7 P/A,Revrese Cradle 7 P/A,Bodyblock 8,N/A,Monkey Flip 6,Lightning Dropkicks (S),Dropkicks 7,N/A,Shoudler Smash 8,Backdrop 8,N/A,N/A,Heavyweight,WWF,Original,1984,Mid Card,WWF singles wrestler in June 1984.,true
Deluxe Edition ‘84,Junkyard Dog,DE_A24,Junkyard Dog,DC,DC,OC,OC/TT,OC,DC,OC,OC,OC,DC,DC,B,B,C,Reverse,A,A,A,A,A,B,B,Power Slam,8 P/A,10,14 P/A,10,12,12,5,2,2,4,2,4,Ropes,Whip With Dog Chains 10,Leglock 6,Arm Bar And Twist 6 (xx),Sledge Hammer 7,Coco-Butt 8,Inverted Suplex 9,Power Slam (S),Ram Into Turnbuckle 7,Canine Chop 5 P/A,Half-Nelson 10,N/A,Power Slam (S),Power Slam (S),N/A,Lunge Off Top Rope 8,Rolling Arm Bar 7,Leg-Dive Take-Down 6,Coco-Butt 9,N/A,Throw Out Of Ring (DQ),N/A,Heavyweight,Mid South,Original,1984,Upper Card,Traveling singles star in June 1984.,true
Deluxe Edition ‘84,Mad Dog Vachon,DE_A25,Masked Wrestler #7,OC,DC,OC/TT,DC,OC,OC,OC,DC,DC,DC,OC,A,A,Reverse,B,A,A,B,B,C,B,A,Mad Dog Tactics,10,11,12 P/A,10,13,10,4,2,2,5,9,12,Rake With Foreign Object 7,Bearhug 10*,Leg-Clamp To Lung Region 6,Elbow Smash 7,Reverse Head Lock 6,Power Forearm To Neck 8,Plunge Into Ringpost 9,Choke 5 (xx),Mad Dog Tactics (S),Airplane Spin 9,Ropes,N/A,Monkey Flip Into Crowd (DQ),N/A,Shoulder Smash 8,Elbow To Throat 6,Catapult Into Turnbuckle 6,N/A,Spin Under Take-Down 7,N/A,Bearhug 10*,N/A,Veteran,WWF,Original,1984,Lower Card,WWF singles wrestler in April 1984.,true
Deluxe Edition ‘84,Kamala,DE_A26,Kamala,DC,DC,OC,DC,OC/TT,OC,OC,DC,OC,DC,DC,A,Reverse,A,B,B,B,C,B,A,A,A,Ugandan Belly Splash,9,11 P/A,11,10,11,9 P/A,5,3,2,6,7,12,Ropes,Kamala Claw 6,Ugandan Belly Splash (S),Smash With Chair 9,Ram Into Turnpost 6 (xx),Running Body Smash 8,Pectoral Claw 7,Ugandan Nerve Pinch 8*,Throw Out Of Ring (DQ),Forehead Chops 5,Friday And Akbar Ambush 10,Shoulder Block 5,Throw Out Of Ring (DQ),N/A,N/A,Belly Smash 9,Belly Smash 8,Cross Body Block 6,N/A,Ugandan Nerve Pinch 7,N/A,Throw Out Of Ring (DQ),Super Heavyweight,Mid Atlantic,Original,1984,Mid Card,Mid Atlantic singles wrestler in April 1984.,true
Deluxe Edition ‘84,Ivan Koloff,DE_A27,Ivan Koloff,OC,DC,DC,DC,OC,OC,DC,OC/TT,OC,OC,OC,B,B,Reverse,A,A,B,A,A,A,C,B,Russian Backbreaker,10*,12,14,10,11*,12,5,2,2,5,2,5,Bodyslam 5 P/A,Slug With Chains 7,Headscissors 7,Russian Backbreaker (S),Two Fisted Backsmash 7 (xx),Choke Against Ropes 6,Bearhug 10,Russian MIG Dive 8,Hammer And Sickle 6*,Rub Face Into Mat 6,Ropes,N/A,Wrap With Chains 9,Bearhug 8*,Russian MIG Dive 8 P/A,Slam Into Ropes 7,N/A,Choke Against Ropes 6,N/A,Russian Mig Dive 9,Throw Out Of Ring (DQ),N/A,Veteran,Mid Atlantic,Original,1984,Tag Team,Mid Atlantic NWA World Tag Team champion with Don Kernodle in June 1984.,true
Deluxe Edition ‘84,Jerry Lawler,DE_A28,King Lawler,DC,OC,OC,OC,OC/TT,OC,DC,DC,OC,DC,DC,A,B,B,C,A,A,A,Reverse,B,B,A,Piledriver,7,11,9,9 P/A,10,8 P/A,5,3,2,4,2,6,Suplex 10 P/A,Royal Backbreaker 7*,Arm Bar 8,Abdominal Stretch 6*,Fistdrop 8,Continuous Forearms 7,Inverted Leg Cradle 7,Elbow Smash 9 (xx),Piledriver (S),Kneedrop To Face 6,Ropes,Bodyblock 5,N/A,N/A,Fistdrop 8,Knee To Gut 7,Elbow Smash 6,N/A,N/A,Backdrop 6,Bodyslam 7,N/A,Heavyweight,Memphis,Original,1984,Upper Card,The Kind of Memphis in June 1984 (and forever).,true
Deluxe Edition ‘84,Rick Martel,DE_A29,Rick Martel,OC,DC,OC,OC,DC,OC,OC,DC,OC/TT,OC,DC,B,A,A,Reverse,A,C,A,B,B,A,B,Flying Cross Bodyblock,10,10 P/A,12,8,8 P/A,10 P/A,5,2,2,5,8,12,Abdominal Stretch 8,Ropes,Boston Crab 6*,Elbow Smash 6 (xx),Dropkicks 8,Arm Drag And Twist 9,Flying Cross Bodyblock (S),Reverse Monkey Flip 8,Suplex 9 P/A,Full Nelson Into Ropes 9,Headlock 7,N/A,Reverse Cradle 10 P/A,N/A,Flying Cross Bodyblock (S),Spin Under Takedown 8,Spin Under Takedown 8,Back Drop 6,Flying Body Smash 6,N/A,Flying Body Press 10,N/A,Heavyweight,AWA,Original,1984,World Champion,AWA World Heavyweight Champion in June 1984.,true
Deluxe Edition ‘84,Mil Mascaras,DE_A30,Mil Mascaras (computer version),DC,DC,OC,DC,OC/TT,OC,DC,OC,OC,OC,OC,B,A,B,A,A,Reverse,C,A,B,A,B,Aerial Acrobatics,12,8 P/A,10,10,14,8 P/A,5,3,2,5,2,6,Cradle 8 P/A,Ropes,Flying Head Scissors 8 (xx),Aerial Acrobatics (S),Hip Lock 6,Rapid Fire Dropkicks 7,Bodyscissors 8,Flying Body Press 10,Reverse Thunderbolt 10,Abdominal Stretch 7*,Ropes,Reverse Cradle 8 P/A,Flying Head Scissors 10,Flying Dropkicks 9,N/A,Bodyscissors 8,Aerial Acrobatics (S),Aerial Acrobatics (S),N/A,Flying Dropkicks 9,Reverse Sunset 7 P/A,Reverse Cradle 9 P/A,Heavyweight,WWF,Original,1984,Upper Card,WWF feature attraction in June 1984.,true
Deluxe Edition ‘84,Mil Mascaras,DE_A30,Masked Wrestler #8,DC,DC,OC,DC,OC/TT,OC,DC,OC,OC,OC,OC,B,A,B,A,A,Reverse,C,A,B,A,B,Aerial Acrobatics,12,8 P/A,10,10,14,8 P/A,5,3,2,5,2,6,Cradle 8 P/A,Ropes (xx),Flying Head Scissors 8,Aerial Acrobatics (S),Hip Lock 6,Rapid Fire Dropkicks 7,Bodyscissors 8,Flying Body Press 10,Reverse Thunderbolt 10,Abdominal Stretch 7*,Ropes,Reverse Cradle 8 P/A,Flying Head Scissors 10,Flying Dropkicks 9,N/A,Bodyscissors 8,Aerial Acrobatics (S),Aerial Acrobatics (S),N/A,Flying Dropkicks 9,Reverse Sunset 7 P/A,Reverse Cradle 9 P/A,Heavyweight,WWF,Original,1984,Upper Card,WWF feature attraction in June 1984.,true
Deluxe Edition ‘84,Mr. Wrestling II,DE_A31,Mr. Wrestling II,DC,DC,DC,OC,OC,OC,OC,DC,DC,OC/TT,DC,C,A,B,B,A,B,A,B,A,Reverse,A,Million $ Knee-Lift,8 P/A,10,12,11,10,9 P/A,4,1,2,5,2,5,Ropes,Million $ Knee Lift (S),Side Headlock 9,Front Chancery 6,Side Chinlock 5,Back Body Drop 7,Power Arm Bar 8,Elbow Smash 5,Belly To Back Suplex 10,Pectoral Chop 7 (xx),Bearhug 8*,N/A,Million $ Knee Lift (S),N/A,Bearhug 6,Hip Roll 6,Cross Body Block 7,Shoulder Smash 8,N/A,Million $ Knee Lift (S),Arm Drag 9,N/A,Veteran,Mid South,Original,1984,Mid Card,Mid South singles wrestler in June 1984.,true
Deluxe Edition ‘84,Don Muraco,DE_A32,Magnificent Muraco,DC,DC,OC/TT,DC,OC,OC,OC,DC,OC,OC,DC,B,B,A,Reverse,A,A,B,C,B,A,A,Hawaiian Hammer,10,14,10,12,12 P/A,10 P/A,5,2,2,5,6,12,Ropes,Spinning Toe Hold 10,Figure-Four Leglock 7*,Frontal Plex 8 (xx),Kneedrop To Neck 10,Flying Elbow Smash 9,Head Plunge To Stomach 6,Shoulder Smash 7,Hawaiian Hammer (S),Rear Chinlock 7,Leg Dive Take Down 6,N/A,Throw Out Of Ring (DQ),N/A,Kneedrop Off Top Rope 10,Shoulder Smash 6 P/A,Body Slam 5,Shoulder Smash 7 P/A,Cross Body Block 6,Choke Against Ropes 8,N/A,N/A,Heavyweight,WWF,Original,1984,Mid Card,WWF singles wrestler in June 1984.,true
Deluxe Edition ‘84,Dick Murdoch,DE_A33,Masked Wrestler #10,DC,DC,OC,OC/TT,OC,OC,DC,OC,DC,DC,DC,A,A,A,A,A,B,B,B,C,Reverse,B,Brain Buster,15,10,10*,10*,11,9 P/A,4,2,2,5,2,5,Head Lock 9,American Crab 7*,Confederate Chop 6 (xx),Bodyslam 7,Suplex 10,Double Forearm Smash 6,Elbow Drive To Face 6,Slam Into Turnbuckle 8,Brain Buster (S),Choke With Boot 5,Ropes,Shoulder Smash 6,N/A,Brain Buster (S),N/A,Shoulder Smash 6,Back Body Block 6,Forearm To Face 7,N/A,Cross Body Block 9,Cross Body Block 9,N/A,Veteran,WWF,Original,1984,Tag Team,WWF World Tag Team Champion with Adrian Adonis in June 1984.,true
Deluxe Edition ‘84,One Man Gang,DE_A34,One Man Gang,DC,DC,OC,DC,OC/TT,OC,OC,DC,OC,DC,OC,A,A,B,B,A,B,A,C,B,Reverse,B,Great Big Splash,9 P/A,8,10 P/A,11,12,12 P/A,5,3,2,5,2,6,Throw Out Of Ring (DQ),Overhead Power Smash 11,Great Big Splash (S),Sledgehammer To Chest 6,Battering Ram 8,Elbow Slam To Face 9,Head Butt 6,One Man Bodyslam 9 (xx),Piledriver 8 P/A,Strangle With Chains 11,Ropes,N/A,Great Big Splash (S),Great Big Splash (S),Great Big Splash (S),N/A,Belly Bump 9,N/A,N/A,Elbow Drop 6,Shoulder Smash 6,Cross Body Block 8,Super Heavyweight,Florida,Original,1984,Tag Team,Florida tag team with Dusty Rhodes in June 1984.,true
Deluxe Edition ‘84,Paul Orndorff,DE_A35,Masked Wrestler #11,OC,DC,OC,DC,OC,DC,OC,OC,OC/TT,OC,OC,A,B,A,B,A,A,C,Reverse,B,A,B,Piledriver,9,10,8 P/A,11,10 P/A,10,5,2,2,4,7,12,Sledgehammer 9,Atomic Knee Drop 12 P/A,Throw Over Top Rope (DQ),Hanging Suplex 9,Drop Toe Hold 5,Slingshot 8,Bodyslam 7 (xx),Legsmash To Windpipe 6,Piledriver (S),Overhead Face Slam 7,Ropes,Shoulder Block 6,N/A,N/A,Kick To Groin 5,Knee Smash To Face 8 P/A,Throw Out Of Ring (DQ),Knee Smash To Face 8 P/A,N/A,Slingshot 10 P/A,N/A,Slingshot 8,Heavyweight,WWF,Original,1984,Upper Card,Challenged for the WWF World & Intercontinental Heavyweight titles in June 1984.,true
